property,apartment_code,billing_month,units_consumed,unit_cost,amount,apt_avg_units,deviation_from_avg
Vista Heights,A11,Apr-23,0.00,11.50,0.0000,122.7,-122.7
Vista Heights,A11,Apr-24,0.00,11.00,0.0000,122.7,-122.7
Vista Heights,A11,Apr-25,0.00,11.50,0.0000,122.7,-122.7
Vista Heights,A11,Apr-26,539.20,11.50,6200.8000,122.7,416.5
Vista Heights,A11,Aug-23,0.00,11.00,0.0000,122.7,-122.7
Vista Heights,A11,Aug-24,0.00,11.50,0.0000,122.7,-122.7
Vista Heights,A11,Aug-25,261.40,11.50,3006.1000,122.7,138.7
Vista Heights,A11,Dec-24,0.00,11.50,0.0000,122.7,-122.7
Vista Heights,A11,Dec-25,236.00,11.50,2714.0000,122.7,113.3
Vista Heights,A11,Feb-24,0.00,11.00,0.0000,122.7,-122.7
Vista Heights,A11,Feb-25,0.00,11.50,0.0000,122.7,-122.7
Vista Heights,A11,Feb-26,303.10,11.50,3485.6500,122.7,180.4
Vista Heights,A11,Jan-24,0.00,11.00,0.0000,122.7,-122.7
Vista Heights,A11,Jan-25,0.00,11.50,0.0000,122.7,-122.7
Vista Heights,A11,Jan-26,194.40,11.50,2235.6000,122.7,71.7
Vista Heights,A11,Jul-23,65.90,11.00,724.9000,122.7,-56.8
Vista Heights,A11,Jul-24,0.00,11.50,0.0000,122.7,-122.7
Vista Heights,A11,Jul-25,0.00,11.50,0.0000,122.7,-122.7
Vista Heights,A11,Jun-23,0.00,11.00,0.0000,122.7,-122.7
Vista Heights,A11,Jun-24,0.00,11.00,0.0000,122.7,-122.7
Vista Heights,A11,Jun-25,0.00,11.50,0.0000,122.7,-122.7
Vista Heights,A11,Jun-26,641.90,11.50,7381.8500,122.7,519.2
Vista Heights,A11,Mar-24,0.00,11.00,0.0000,122.7,-122.7
Vista Heights,A11,Mar-25,0.00,11.50,0.0000,122.7,-122.7
Vista Heights,A11,Mar-26,505.40,11.50,5812.1000,122.7,382.7
Vista Heights,A11,May-23,0.00,11.00,0.0000,122.7,-122.7
Vista Heights,A11,May-24,0.00,11.00,0.0000,122.7,-122.7
Vista Heights,A11,May-25,0.00,11.50,0.0000,122.7,-122.7
Vista Heights,A11,May-26,650.60,11.50,7481.9000,122.7,527.9
Vista Heights,A11,Nov-23,0.00,11.00,0.0000,122.7,-122.7
Vista Heights,A11,Nov-24,0.00,11.50,0.0000,122.7,-122.7
Vista Heights,A11,Nov-25,406.10,11.50,4670.1500,122.7,283.4
Vista Heights,A11,Oct-23,0.00,11.00,0.0000,122.7,-122.7
Vista Heights,A11,Oct-24,0.00,11.50,0.0000,122.7,-122.7
Vista Heights,A11,Oct-25,404.70,11.50,4654.0500,122.7,282.0
Vista Heights,A11,Sep-23,0.00,11.00,0.0000,122.7,-122.7
Vista Heights,A11,Sep-24,0.00,11.50,0.0000,122.7,-122.7
Vista Heights,A11,Sep-25,454.10,11.50,5222.1500,122.7,331.4
Vista Heights,A12,Apr-23,0.00,11.50,0.0000,123.4,-123.4
Vista Heights,A12,Apr-24,0.00,11.00,0.0000,123.4,-123.4
Vista Heights,A12,Apr-25,0.00,11.50,0.0000,123.4,-123.4
Vista Heights,A12,Apr-26,555.70,11.50,6390.5500,123.4,432.3
Vista Heights,A12,Aug-23,12.30,11.00,135.3000,123.4,-111.1
Vista Heights,A12,Aug-24,0.00,11.50,0.0000,123.4,-123.4
Vista Heights,A12,Aug-25,478.30,11.50,5500.4500,123.4,354.9
Vista Heights,A12,Dec-24,0.00,11.50,0.0000,123.4,-123.4
Vista Heights,A12,Dec-25,174.40,11.50,2005.6000,123.4,51.0
Vista Heights,A12,Feb-24,0.00,11.00,0.0000,123.4,-123.4
Vista Heights,A12,Feb-25,0.00,11.50,0.0000,123.4,-123.4
Vista Heights,A12,Feb-26,360.70,11.50,4148.0500,123.4,237.3
Vista Heights,A12,Jan-24,0.00,11.00,0.0000,123.4,-123.4
Vista Heights,A12,Jan-25,0.00,11.50,0.0000,123.4,-123.4
Vista Heights,A12,Jan-26,300.50,11.50,3455.7500,123.4,177.1
Vista Heights,A12,Jul-23,154.00,11.00,1694.0000,123.4,30.6
Vista Heights,A12,Jul-24,0.00,11.50,0.0000,123.4,-123.4
Vista Heights,A12,Jul-25,0.00,11.50,0.0000,123.4,-123.4
Vista Heights,A12,Jun-23,0.00,11.00,0.0000,123.4,-123.4
Vista Heights,A12,Jun-24,0.00,11.00,0.0000,123.4,-123.4
Vista Heights,A12,Jun-25,0.00,11.50,0.0000,123.4,-123.4
Vista Heights,A12,Jun-26,608.90,11.50,7002.3500,123.4,485.5
Vista Heights,A12,Mar-24,0.00,11.00,0.0000,123.4,-123.4
Vista Heights,A12,Mar-25,0.00,11.50,0.0000,123.4,-123.4
Vista Heights,A12,Mar-26,380.40,11.50,4374.6000,123.4,257.0
Vista Heights,A12,May-23,0.00,11.00,0.0000,123.4,-123.4
Vista Heights,A12,May-24,0.00,11.00,0.0000,123.4,-123.4
Vista Heights,A12,May-25,0.00,11.50,0.0000,123.4,-123.4
Vista Heights,A12,May-26,705.60,11.50,8114.4000,123.4,582.2
Vista Heights,A12,Nov-23,0.00,11.00,0.0000,123.4,-123.4
Vista Heights,A12,Nov-24,0.00,11.50,0.0000,123.4,-123.4
Vista Heights,A12,Nov-25,250.10,11.50,2876.1500,123.4,126.7
Vista Heights,A12,Oct-23,0.00,11.00,0.0000,123.4,-123.4
Vista Heights,A12,Oct-24,0.00,11.50,0.0000,123.4,-123.4
Vista Heights,A12,Oct-25,324.10,11.50,3727.1500,123.4,200.7
Vista Heights,A12,Sep-23,0.00,11.00,0.0000,123.4,-123.4
Vista Heights,A12,Sep-24,0.00,11.50,0.0000,123.4,-123.4
Vista Heights,A12,Sep-25,385.00,11.50,4427.5000,123.4,261.6
Vista Heights,A22,Apr-23,0.00,11.50,0.0000,123.1,-123.1
Vista Heights,A22,Apr-24,0.00,11.00,0.0000,123.1,-123.1
Vista Heights,A22,Apr-25,0.00,11.50,0.0000,123.1,-123.1
Vista Heights,A22,Aug-23,69.40,11.00,763.4000,123.1,-53.7
Vista Heights,A22,Aug-24,0.00,11.50,0.0000,123.1,-123.1
Vista Heights,A22,Aug-25,1364.10,11.50,15687.1500,123.1,1241.0
Vista Heights,A22,Dec-24,0.00,11.50,0.0000,123.1,-123.1
Vista Heights,A22,Dec-25,337.50,11.50,3881.2500,123.1,214.4
Vista Heights,A22,Feb-24,0.00,11.00,0.0000,123.1,-123.1
Vista Heights,A22,Feb-25,0.00,11.50,0.0000,123.1,-123.1
Vista Heights,A22,Jan-24,0.00,11.00,0.0000,123.1,-123.1
Vista Heights,A22,Jan-25,0.00,11.50,0.0000,123.1,-123.1
Vista Heights,A22,Jul-23,1.00,11.00,11.0000,123.1,-122.1
Vista Heights,A22,Jul-24,0.00,11.50,0.0000,123.1,-123.1
Vista Heights,A22,Jul-25,0.00,11.50,0.0000,123.1,-123.1
Vista Heights,A22,Jun-23,510.00,11.00,5610.0000,123.1,386.9
Vista Heights,A22,Jun-24,0.00,11.00,0.0000,123.1,-123.1
Vista Heights,A22,Jun-25,0.00,11.50,0.0000,123.1,-123.1
Vista Heights,A22,Mar-24,0.00,11.00,0.0000,123.1,-123.1
Vista Heights,A22,Mar-25,0.00,11.50,0.0000,123.1,-123.1
Vista Heights,A22,May-23,0.00,11.00,0.0000,123.1,-123.1
Vista Heights,A22,May-24,0.00,11.00,0.0000,123.1,-123.1
Vista Heights,A22,May-25,0.00,11.50,0.0000,123.1,-123.1
Vista Heights,A22,Nov-23,0.00,11.00,0.0000,123.1,-123.1
Vista Heights,A22,Nov-24,0.00,11.50,0.0000,123.1,-123.1
Vista Heights,A22,Nov-25,570.40,11.50,6559.6000,123.1,447.3
Vista Heights,A22,Oct-23,0.00,11.00,0.0000,123.1,-123.1
Vista Heights,A22,Oct-24,0.00,11.50,0.0000,123.1,-123.1
Vista Heights,A22,Oct-25,523.40,11.50,6019.1000,123.1,400.3
Vista Heights,A22,Sep-23,0.00,11.00,0.0000,123.1,-123.1
Vista Heights,A22,Sep-24,0.00,11.50,0.0000,123.1,-123.1
Vista Heights,A22,Sep-25,564.10,11.50,6487.1500,123.1,441.0
Vista Heights,A23,Apr-23,1059.00,11.50,12178.5000,760.7,298.3
Vista Heights,A23,Apr-24,736.50,11.00,8101.5000,760.7,-24.2
Vista Heights,A23,Apr-25,1002.30,11.50,11526.4500,760.7,241.6
Vista Heights,A23,Apr-26,756.20,11.50,8696.3000,760.7,-4.5
Vista Heights,A23,Aug-23,638.20,11.00,7020.2000,760.7,-122.5
Vista Heights,A23,Aug-24,1127.00,11.50,12960.5000,760.7,366.3
Vista Heights,A23,Aug-25,792.30,11.50,9111.4500,760.7,31.6
Vista Heights,A23,Dec-24,701.50,11.50,8067.2500,760.7,-59.2
Vista Heights,A23,Dec-25,656.40,11.50,7548.6000,760.7,-104.3
Vista Heights,A23,Feb-24,543.60,11.00,5979.6000,760.7,-217.1
Vista Heights,A23,Feb-25,654.20,11.50,7523.3000,760.7,-106.5
Vista Heights,A23,Feb-26,793.20,11.50,9121.8000,760.7,32.5
Vista Heights,A23,Jan-24,294.30,11.00,3237.3000,760.7,-466.4
Vista Heights,A23,Jan-25,762.10,11.50,8764.1500,760.7,1.4
Vista Heights,A23,Jan-26,643.80,11.50,7403.7000,760.7,-116.9
Vista Heights,A23,Jul-23,439.80,11.00,4837.8000,760.7,-320.9
Vista Heights,A23,Jul-24,960.00,11.50,11040.0000,760.7,199.3
Vista Heights,A23,Jul-25,893.20,11.50,10271.8000,760.7,132.5
Vista Heights,A23,Jun-23,424.20,11.00,4666.2000,760.7,-336.5
Vista Heights,A23,Jun-24,605.00,11.00,6655.0000,760.7,-155.7
Vista Heights,A23,Jun-25,960.50,11.50,11045.7500,760.7,199.8
Vista Heights,A23,Jun-26,1088.70,11.50,12520.0500,760.7,328.0
Vista Heights,A23,Mar-24,632.90,11.00,6961.9000,760.7,-127.8
Vista Heights,A23,Mar-25,925.10,11.50,10638.6500,760.7,164.4
Vista Heights,A23,Mar-26,818.00,11.50,9407.0000,760.7,57.3
Vista Heights,A23,May-23,730.00,11.00,8030.0000,760.7,-30.7
Vista Heights,A23,May-24,792.00,11.00,8712.0000,760.7,31.3
Vista Heights,A23,May-25,921.30,11.50,10594.9500,760.7,160.6
Vista Heights,A23,May-26,958.10,11.50,11018.1500,760.7,197.4
Vista Heights,A23,Nov-23,142.90,11.00,1571.9000,760.7,-617.8
Vista Heights,A23,Nov-24,931.90,11.50,10716.8500,760.7,171.2
Vista Heights,A23,Nov-25,730.60,11.50,8401.9000,760.7,-30.1
Vista Heights,A23,Oct-23,706.60,11.00,7772.6000,760.7,-54.1
Vista Heights,A23,Oct-24,1149.10,11.50,13214.6500,760.7,388.4
Vista Heights,A23,Oct-25,600.00,11.50,6900.0000,760.7,-160.7
Vista Heights,A23,Sep-23,649.20,11.00,7141.2000,760.7,-111.5
Vista Heights,A23,Sep-24,1032.50,11.50,11873.7500,760.7,271.8
Vista Heights,A23,Sep-25,656.00,11.50,7544.0000,760.7,-104.7
Vista Heights,A24,Apr-23,486.00,11.50,5589.0000,645.0,-159.0
Vista Heights,A24,Apr-24,861.50,11.00,9476.5000,645.0,216.5
Vista Heights,A24,Apr-25,821.10,11.50,9442.6500,645.0,176.1
Vista Heights,A24,Apr-26,709.10,11.50,8154.6500,645.0,64.1
Vista Heights,A24,Aug-23,791.30,11.00,8704.3000,645.0,146.3
Vista Heights,A24,Aug-24,782.00,11.50,8993.0000,645.0,137.0
Vista Heights,A24,Aug-25,776.90,11.50,8934.3500,645.0,131.9
Vista Heights,A24,Dec-24,421.60,11.50,4848.4000,645.0,-223.4
Vista Heights,A24,Dec-25,272.40,11.50,3132.6000,645.0,-372.6
Vista Heights,A24,Feb-24,566.40,11.00,6230.4000,645.0,-78.6
Vista Heights,A24,Feb-25,515.90,11.50,5932.8500,645.0,-129.1
Vista Heights,A24,Feb-26,534.00,11.50,6141.0000,645.0,-111.0
Vista Heights,A24,Jan-24,334.50,11.00,3679.5000,645.0,-310.5
Vista Heights,A24,Jan-25,328.40,11.50,3776.6000,645.0,-316.6
Vista Heights,A24,Jan-26,294.80,11.50,3390.2000,645.0,-350.2
Vista Heights,A24,Jul-23,849.70,11.00,9346.7000,645.0,204.7
Vista Heights,A24,Jul-24,818.00,11.50,9407.0000,645.0,173.0
Vista Heights,A24,Jul-25,592.60,11.50,6814.9000,645.0,-52.4
Vista Heights,A24,Jun-23,499.90,11.00,5498.9000,645.0,-145.1
Vista Heights,A24,Jun-24,882.00,11.00,9702.0000,645.0,237.0
Vista Heights,A24,Jun-25,693.70,11.50,7977.5500,645.0,48.7
Vista Heights,A24,Jun-26,1140.40,11.50,13114.6000,645.0,495.4
Vista Heights,A24,Mar-24,799.40,11.00,8793.4000,645.0,154.4
Vista Heights,A24,Mar-25,759.90,11.50,8738.8500,645.0,114.9
Vista Heights,A24,Mar-26,636.40,11.50,7318.6000,645.0,-8.6
Vista Heights,A24,May-23,567.00,11.00,6237.0000,645.0,-78.0
Vista Heights,A24,May-24,898.00,11.00,9878.0000,645.0,253.0
Vista Heights,A24,May-25,661.90,11.50,7611.8500,645.0,16.9
Vista Heights,A24,May-26,1074.70,11.50,12359.0500,645.0,429.7
Vista Heights,A24,Nov-23,359.80,11.00,3957.8000,645.0,-285.2
Vista Heights,A24,Nov-24,579.80,11.50,6667.7000,645.0,-65.2
Vista Heights,A24,Nov-25,424.90,11.50,4886.3500,645.0,-220.1
Vista Heights,A24,Oct-23,397.90,11.00,4376.9000,645.0,-247.1
Vista Heights,A24,Oct-24,769.80,11.50,8852.7000,645.0,124.8
Vista Heights,A24,Oct-25,468.20,11.50,5384.3000,645.0,-176.8
Vista Heights,A24,Sep-23,886.10,11.00,9747.1000,645.0,241.1
Vista Heights,A24,Sep-24,572.90,11.50,6588.3500,645.0,-72.1
Vista Heights,A24,Sep-25,681.90,11.50,7841.8500,645.0,36.9
Vista Heights,A41,Apr-23,0.00,11.50,0.0000,1047.4,-1047.4
Vista Heights,A41,Apr-25,1245.50,11.50,14323.2500,1047.4,198.1
Vista Heights,A41,Apr-26,1358.00,11.50,15617.0000,1047.4,310.6
Vista Heights,A41,Aug-24,1352.00,11.50,15548.0000,1047.4,304.6
Vista Heights,A41,Aug-25,1081.30,11.50,12434.9500,1047.4,33.9
Vista Heights,A41,Dec-24,821.40,11.50,9446.1000,1047.4,-226.0
Vista Heights,A41,Dec-25,623.00,11.50,7164.5000,1047.4,-424.4
Vista Heights,A41,Feb-25,829.40,11.50,9538.1000,1047.4,-218.0
Vista Heights,A41,Feb-26,664.50,11.50,7641.7500,1047.4,-382.9
Vista Heights,A41,Jan-25,765.50,11.50,8803.2500,1047.4,-281.9
Vista Heights,A41,Jan-26,597.90,11.50,6875.8500,1047.4,-449.5
Vista Heights,A41,Jul-24,1523.00,11.50,17514.5000,1047.4,475.6
Vista Heights,A41,Jul-25,1246.10,11.50,14330.1500,1047.4,198.7
Vista Heights,A41,Jun-24,1556.00,11.00,17116.0000,1047.4,508.6
Vista Heights,A41,Jun-25,1484.80,11.50,17075.2000,1047.4,437.4
Vista Heights,A41,Jun-26,1302.60,11.50,14979.9000,1047.4,255.2
Vista Heights,A41,Mar-25,1182.50,11.50,13598.7500,1047.4,135.1
Vista Heights,A41,Mar-26,958.70,11.50,11025.0500,1047.4,-88.7
Vista Heights,A41,May-25,1370.40,11.50,15759.6000,1047.4,323.0
Vista Heights,A41,May-26,1318.40,11.50,15161.6000,1047.4,271.0
Vista Heights,A41,Nov-24,878.80,11.50,10106.2000,1047.4,-168.6
Vista Heights,A41,Nov-25,778.20,11.50,8949.3000,1047.4,-269.2
Vista Heights,A41,Oct-24,993.40,11.50,11424.1000,1047.4,-54.0
Vista Heights,A41,Oct-25,973.70,11.50,11197.5500,1047.4,-73.7
Vista Heights,A41,Sep-24,1237.50,11.50,14231.2500,1047.4,190.1
Vista Heights,A41,Sep-25,1089.10,11.50,12524.6500,1047.4,41.7
Vista Heights,A44,Apr-23,448.00,11.50,5152.0000,907.6,-459.6
Vista Heights,A44,Apr-24,1137.20,11.00,12509.2000,907.6,229.6
Vista Heights,A44,Apr-25,1432.40,11.50,16472.6000,907.6,524.8
Vista Heights,A44,Apr-26,1052.40,11.50,12102.6000,907.6,144.8
Vista Heights,A44,Aug-23,850.50,11.00,9355.5000,907.6,-57.1
Vista Heights,A44,Aug-24,1049.00,11.50,12063.5000,907.6,141.4
Vista Heights,A44,Aug-25,977.10,11.50,11236.6500,907.6,69.5
Vista Heights,A44,Dec-24,371.30,11.50,4269.9500,907.6,-536.3
Vista Heights,A44,Dec-25,564.30,11.50,6489.4500,907.6,-343.3
Vista Heights,A44,Feb-24,193.20,11.00,2125.2000,907.6,-714.4
Vista Heights,A44,Feb-25,771.20,11.50,8868.8000,907.6,-136.4
Vista Heights,A44,Feb-26,676.50,11.50,7779.7500,907.6,-231.1
Vista Heights,A44,Jan-24,468.30,11.00,5151.3000,907.6,-439.3
Vista Heights,A44,Jan-25,688.60,11.50,7918.9000,907.6,-219.0
Vista Heights,A44,Jan-26,535.30,11.50,6155.9500,907.6,-372.3
Vista Heights,A44,Jul-23,874.60,11.00,9620.6000,907.6,-33.0
Vista Heights,A44,Jul-24,848.00,11.50,9752.0000,907.6,-59.6
Vista Heights,A44,Jul-25,893.00,11.50,10269.5000,907.6,-14.6
Vista Heights,A44,Jun-23,965.90,11.00,10624.9000,907.6,58.3
Vista Heights,A44,Jun-24,1012.00,11.00,11132.0000,907.6,104.4
Vista Heights,A44,Jun-25,1311.50,11.50,15082.2500,907.6,403.9
Vista Heights,A44,Jun-26,1518.50,11.50,17462.7500,907.6,610.9
Vista Heights,A44,Mar-24,961.60,11.00,10577.6000,907.6,54.0
Vista Heights,A44,Mar-25,1213.70,11.50,13957.5500,907.6,306.1
Vista Heights,A44,Mar-26,945.80,11.50,10876.7000,907.6,38.2
Vista Heights,A44,May-23,1362.00,11.00,14982.0000,907.6,454.4
Vista Heights,A44,May-24,1222.00,11.00,13442.0000,907.6,314.4
Vista Heights,A44,May-25,1340.00,11.50,15410.0000,907.6,432.4
Vista Heights,A44,May-26,1183.00,11.50,13604.5000,907.6,275.4
Vista Heights,A44,Nov-23,696.80,11.00,7664.8000,907.6,-210.8
Vista Heights,A44,Nov-24,660.00,11.50,7590.0000,907.6,-247.6
Vista Heights,A44,Nov-25,783.90,11.50,9014.8500,907.6,-123.7
Vista Heights,A44,Oct-23,1028.20,11.00,11310.2000,907.6,120.6
Vista Heights,A44,Oct-24,683.70,11.50,7862.5500,907.6,-223.9
Vista Heights,A44,Oct-25,623.20,11.50,7166.8000,907.6,-284.4
Vista Heights,A44,Sep-23,959.00,11.00,10549.0000,907.6,51.4
Vista Heights,A44,Sep-24,1116.60,11.50,12840.9000,907.6,209.0
Vista Heights,A44,Sep-25,1069.90,11.50,12303.8500,907.6,162.3
Vista Heights,B11,Apr-23,374.00,11.50,4301.0000,763.6,-389.6
Vista Heights,B11,Apr-24,946.70,11.00,10413.7000,763.6,183.1
Vista Heights,B11,Apr-25,948.90,11.50,10912.3500,763.6,185.3
Vista Heights,B11,Apr-26,987.20,11.50,11352.8000,763.6,223.6
Vista Heights,B11,Aug-23,552.90,11.00,6081.9000,763.6,-210.7
Vista Heights,B11,Aug-24,882.00,11.50,10143.0000,763.6,118.4
Vista Heights,B11,Aug-25,730.70,11.50,8403.0500,763.6,-32.9
Vista Heights,B11,Dec-24,496.10,11.50,5705.1500,763.6,-267.5
Vista Heights,B11,Dec-25,546.80,11.50,6288.2000,763.6,-216.8
Vista Heights,B11,Feb-24,657.70,11.00,7234.7000,763.6,-105.9
Vista Heights,B11,Feb-25,574.30,11.50,6604.4500,763.6,-189.3
Vista Heights,B11,Feb-26,681.40,11.50,7836.1000,763.6,-82.2
Vista Heights,B11,Jan-24,455.10,11.00,5006.1000,763.6,-308.5
Vista Heights,B11,Jan-25,423.50,11.50,4870.2500,763.6,-340.1
Vista Heights,B11,Jan-26,627.10,11.50,7211.6500,763.6,-136.5
Vista Heights,B11,Jul-23,755.00,11.00,8305.0000,763.6,-8.6
Vista Heights,B11,Jul-24,704.00,11.50,8096.0000,763.6,-59.6
Vista Heights,B11,Jul-25,705.10,11.50,8108.6500,763.6,-58.5
Vista Heights,B11,Jun-23,716.10,11.00,7877.1000,763.6,-47.5
Vista Heights,B11,Jun-24,762.00,11.00,8382.0000,763.6,-1.6
Vista Heights,B11,Jun-25,910.30,11.50,10468.4500,763.6,146.7
Vista Heights,B11,Jun-26,1103.80,11.50,12693.7000,763.6,340.2
Vista Heights,B11,Mar-24,1002.70,11.00,11029.7000,763.6,239.1
Vista Heights,B11,Mar-25,838.60,11.50,9643.9000,763.6,75.0
Vista Heights,B11,Mar-26,1102.20,11.50,12675.3000,763.6,338.6
Vista Heights,B11,May-23,777.00,11.00,8547.0000,763.6,13.4
Vista Heights,B11,May-24,1004.00,11.00,11044.0000,763.6,240.4
Vista Heights,B11,May-25,997.70,11.50,11473.5500,763.6,234.1
Vista Heights,B11,May-26,1030.40,11.50,11849.6000,763.6,266.8
Vista Heights,B11,Nov-23,576.00,11.00,6336.0000,763.6,-187.6
Vista Heights,B11,Nov-24,658.50,11.50,7572.7500,763.6,-105.1
Vista Heights,B11,Nov-25,905.40,11.50,10412.1000,763.6,141.8
Vista Heights,B11,Oct-23,662.20,11.00,7284.2000,763.6,-101.4
Vista Heights,B11,Oct-24,702.50,11.50,8078.7500,763.6,-61.1
Vista Heights,B11,Oct-25,854.40,11.50,9825.6000,763.6,90.8
Vista Heights,B11,Sep-23,591.10,11.00,6502.1000,763.6,-172.5
Vista Heights,B11,Sep-24,869.00,11.50,9993.5000,763.6,105.4
Vista Heights,B11,Sep-25,906.00,11.50,10419.0000,763.6,142.4
Vista Heights,B12,Apr-23,542.00,11.50,6233.0000,665.8,-123.8
Vista Heights,B12,Apr-24,700.00,11.00,7700.0000,665.8,34.2
Vista Heights,B12,Apr-25,835.40,11.50,9607.1000,665.8,169.6
Vista Heights,B12,Apr-26,652.60,11.50,7504.9000,665.8,-13.2
Vista Heights,B12,Aug-23,852.50,11.00,9377.5000,665.8,186.7
Vista Heights,B12,Aug-24,981.00,11.50,11281.5000,665.8,315.2
Vista Heights,B12,Aug-25,632.70,11.50,7276.0500,665.8,-33.1
Vista Heights,B12,Dec-24,602.70,11.50,6931.0500,665.8,-63.1
Vista Heights,B12,Dec-25,503.00,11.50,5784.5000,665.8,-162.8
Vista Heights,B12,Feb-24,467.50,11.00,5142.5000,665.8,-198.3
Vista Heights,B12,Feb-25,644.60,11.50,7412.9000,665.8,-21.2
Vista Heights,B12,Feb-26,719.40,11.50,8273.1000,665.8,53.6
Vista Heights,B12,Jan-24,303.30,11.00,3336.3000,665.8,-362.5
Vista Heights,B12,Jan-25,473.60,11.50,5446.4000,665.8,-192.2
Vista Heights,B12,Jan-26,537.10,11.50,6176.6500,665.8,-128.7
Vista Heights,B12,Jul-23,632.60,11.00,6958.6000,665.8,-33.2
Vista Heights,B12,Jul-24,523.00,11.50,6014.5000,665.8,-142.8
Vista Heights,B12,Jul-25,892.10,11.50,10259.1500,665.8,226.3
Vista Heights,B12,Jun-23,625.50,11.00,6880.5000,665.8,-40.3
Vista Heights,B12,Jun-24,666.00,11.00,7326.0000,665.8,0.2
Vista Heights,B12,Jun-25,983.60,11.50,11311.4000,665.8,317.8
Vista Heights,B12,Jun-26,557.90,11.50,6415.8500,665.8,-107.9
Vista Heights,B12,Mar-24,686.30,11.00,7549.3000,665.8,20.5
Vista Heights,B12,Mar-25,776.70,11.50,8932.0500,665.8,110.9
Vista Heights,B12,Mar-26,949.00,11.50,10913.5000,665.8,283.2
Vista Heights,B12,May-23,1086.00,11.00,11946.0000,665.8,420.2
Vista Heights,B12,May-24,776.00,11.00,8536.0000,665.8,110.2
Vista Heights,B12,May-25,800.80,11.50,9209.2000,665.8,135.0
Vista Heights,B12,May-26,423.70,11.50,4872.5500,665.8,-242.1
Vista Heights,B12,Nov-23,387.70,11.00,4264.7000,665.8,-278.1
Vista Heights,B12,Nov-24,596.50,11.50,6859.7500,665.8,-69.3
Vista Heights,B12,Nov-25,540.30,11.50,6213.4500,665.8,-125.5
Vista Heights,B12,Oct-23,600.10,11.00,6601.1000,665.8,-65.7
Vista Heights,B12,Oct-24,624.10,11.50,7177.1500,665.8,-41.7
Vista Heights,B12,Oct-25,506.30,11.50,5822.4500,665.8,-159.5
Vista Heights,B12,Sep-23,648.70,11.00,7135.7000,665.8,-17.1
Vista Heights,B12,Sep-24,860.70,11.50,9898.0500,665.8,194.9
Vista Heights,B12,Sep-25,711.20,11.50,8178.8000,665.8,45.4
Vista Heights,B13,Apr-23,395.00,11.50,4542.5000,691.1,-296.1
Vista Heights,B13,Apr-24,856.10,11.00,9417.1000,691.1,165.0
Vista Heights,B13,Apr-25,1085.80,11.50,12486.7000,691.1,394.7
Vista Heights,B13,Apr-26,719.30,11.50,8271.9500,691.1,28.2
Vista Heights,B13,Aug-23,619.10,11.00,6810.1000,691.1,-72.0
Vista Heights,B13,Aug-24,580.00,11.50,6670.0000,691.1,-111.1
Vista Heights,B13,Aug-25,698.00,11.50,8027.0000,691.1,6.9
Vista Heights,B13,Dec-24,448.30,11.50,5155.4500,691.1,-242.8
Vista Heights,B13,Dec-25,275.10,11.50,3163.6500,691.1,-416.0
Vista Heights,B13,Feb-24,545.80,11.00,6003.8000,691.1,-145.3
Vista Heights,B13,Feb-25,729.20,11.50,8385.8000,691.1,38.1
Vista Heights,B13,Feb-26,485.30,11.50,5580.9500,691.1,-205.8
Vista Heights,B13,Jan-24,665.10,11.00,7316.1000,691.1,-26.0
Vista Heights,B13,Jan-25,514.80,11.50,5920.2000,691.1,-176.3
Vista Heights,B13,Jan-26,363.10,11.50,4175.6500,691.1,-328.0
Vista Heights,B13,Jul-23,564.90,11.00,6213.9000,691.1,-126.2
Vista Heights,B13,Jul-24,784.00,11.50,9016.0000,691.1,92.9
Vista Heights,B13,Jul-25,851.30,11.50,9789.9500,691.1,160.2
Vista Heights,B13,Jun-23,740.30,11.00,8143.3000,691.1,49.2
Vista Heights,B13,Jun-24,754.00,11.00,8294.0000,691.1,62.9
Vista Heights,B13,Jun-25,883.10,11.50,10155.6500,691.1,192.0
