property,apartment_code,billing_month,units_consumed,unit_cost,amount,apt_avg_units,deviation_from_avg,billing_period
Vista Heights,A11,Apr-23,0.0,11.5,0.0,122.7,-122.7,2023-04
Vista Heights,A11,Apr-24,0.0,11.0,0.0,122.7,-122.7,2024-04
Vista Heights,A11,Apr-25,0.0,11.5,0.0,122.7,-122.7,2025-04
Vista Heights,A11,Apr-26,539.2,11.5,6200.8,122.7,416.5,2026-04
Vista Heights,A11,Aug-23,0.0,11.0,0.0,122.7,-122.7,2023-08
Vista Heights,A11,Aug-24,0.0,11.5,0.0,122.7,-122.7,2024-08
Vista Heights,A11,Aug-25,261.4,11.5,3006.1,122.7,138.7,2025-08
Vista Heights,A11,Dec-24,0.0,11.5,0.0,122.7,-122.7,2024-12
Vista Heights,A11,Dec-25,236.0,11.5,2714.0,122.7,113.3,2025-12
Vista Heights,A11,Feb-24,0.0,11.0,0.0,122.7,-122.7,2024-02
Vista Heights,A11,Feb-25,0.0,11.5,0.0,122.7,-122.7,2025-02
Vista Heights,A11,Feb-26,303.1,11.5,3485.65,122.7,180.4,2026-02
Vista Heights,A11,Jan-24,0.0,11.0,0.0,122.7,-122.7,2024-01
Vista Heights,A11,Jan-25,0.0,11.5,0.0,122.7,-122.7,2025-01
Vista Heights,A11,Jan-26,194.4,11.5,2235.6,122.7,71.7,2026-01
Vista Heights,A11,Jul-23,65.9,11.0,724.9,122.7,-56.8,2023-07
Vista Heights,A11,Jul-24,0.0,11.5,0.0,122.7,-122.7,2024-07
Vista Heights,A11,Jul-25,0.0,11.5,0.0,122.7,-122.7,2025-07
Vista Heights,A11,Jun-23,0.0,11.0,0.0,122.7,-122.7,2023-06
Vista Heights,A11,Jun-24,0.0,11.0,0.0,122.7,-122.7,2024-06
Vista Heights,A11,Jun-25,0.0,11.5,0.0,122.7,-122.7,2025-06
Vista Heights,A11,Jun-26,641.9,11.5,7381.85,122.7,519.2,2026-06
Vista Heights,A11,Mar-24,0.0,11.0,0.0,122.7,-122.7,2024-03
Vista Heights,A11,Mar-25,0.0,11.5,0.0,122.7,-122.7,2025-03
Vista Heights,A11,Mar-26,505.4,11.5,5812.1,122.7,382.7,2026-03
Vista Heights,A11,May-23,0.0,11.0,0.0,122.7,-122.7,2023-05
Vista Heights,A11,May-24,0.0,11.0,0.0,122.7,-122.7,2024-05
Vista Heights,A11,May-25,0.0,11.5,0.0,122.7,-122.7,2025-05
Vista Heights,A11,May-26,650.6,11.5,7481.9,122.7,527.9,2026-05
Vista Heights,A11,Nov-23,0.0,11.0,0.0,122.7,-122.7,2023-11
Vista Heights,A11,Nov-24,0.0,11.5,0.0,122.7,-122.7,2024-11
Vista Heights,A11,Nov-25,406.1,11.5,4670.15,122.7,283.4,2025-11
Vista Heights,A11,Oct-23,0.0,11.0,0.0,122.7,-122.7,2023-10
Vista Heights,A11,Oct-24,0.0,11.5,0.0,122.7,-122.7,2024-10
Vista Heights,A11,Oct-25,404.7,11.5,4654.05,122.7,282.0,2025-10
Vista Heights,A11,Sep-23,0.0,11.0,0.0,122.7,-122.7,2023-09
Vista Heights,A11,Sep-24,0.0,11.5,0.0,122.7,-122.7,2024-09
Vista Heights,A11,Sep-25,454.1,11.5,5222.15,122.7,331.4,2025-09
Vista Heights,A12,Apr-23,0.0,11.5,0.0,123.4,-123.4,2023-04
Vista Heights,A12,Apr-24,0.0,11.0,0.0,123.4,-123.4,2024-04
Vista Heights,A12,Apr-25,0.0,11.5,0.0,123.4,-123.4,2025-04
Vista Heights,A12,Apr-26,555.7,11.5,6390.55,123.4,432.3,2026-04
Vista Heights,A12,Aug-23,12.3,11.0,135.3,123.4,-111.1,2023-08
Vista Heights,A12,Aug-24,0.0,11.5,0.0,123.4,-123.4,2024-08
Vista Heights,A12,Aug-25,478.3,11.5,5500.45,123.4,354.9,2025-08
Vista Heights,A12,Dec-24,0.0,11.5,0.0,123.4,-123.4,2024-12
Vista Heights,A12,Dec-25,174.4,11.5,2005.6,123.4,51.0,2025-12
Vista Heights,A12,Feb-24,0.0,11.0,0.0,123.4,-123.4,2024-02
Vista Heights,A12,Feb-25,0.0,11.5,0.0,123.4,-123.4,2025-02
Vista Heights,A12,Feb-26,360.7,11.5,4148.05,123.4,237.3,2026-02
Vista Heights,A12,Jan-24,0.0,11.0,0.0,123.4,-123.4,2024-01
Vista Heights,A12,Jan-25,0.0,11.5,0.0,123.4,-123.4,2025-01
Vista Heights,A12,Jan-26,300.5,11.5,3455.75,123.4,177.1,2026-01
Vista Heights,A12,Jul-23,154.0,11.0,1694.0,123.4,30.6,2023-07
Vista Heights,A12,Jul-24,0.0,11.5,0.0,123.4,-123.4,2024-07
Vista Heights,A12,Jul-25,0.0,11.5,0.0,123.4,-123.4,2025-07
Vista Heights,A12,Jun-23,0.0,11.0,0.0,123.4,-123.4,2023-06
Vista Heights,A12,Jun-24,0.0,11.0,0.0,123.4,-123.4,2024-06
Vista Heights,A12,Jun-25,0.0,11.5,0.0,123.4,-123.4,2025-06
Vista Heights,A12,Jun-26,608.9,11.5,7002.35,123.4,485.5,2026-06
Vista Heights,A12,Mar-24,0.0,11.0,0.0,123.4,-123.4,2024-03
Vista Heights,A12,Mar-25,0.0,11.5,0.0,123.4,-123.4,2025-03
Vista Heights,A12,Mar-26,380.4,11.5,4374.6,123.4,257.0,2026-03
Vista Heights,A12,May-23,0.0,11.0,0.0,123.4,-123.4,2023-05
Vista Heights,A12,May-24,0.0,11.0,0.0,123.4,-123.4,2024-05
Vista Heights,A12,May-25,0.0,11.5,0.0,123.4,-123.4,2025-05
Vista Heights,A12,May-26,705.6,11.5,8114.4,123.4,582.2,2026-05
Vista Heights,A12,Nov-23,0.0,11.0,0.0,123.4,-123.4,2023-11
Vista Heights,A12,Nov-24,0.0,11.5,0.0,123.4,-123.4,2024-11
Vista Heights,A12,Nov-25,250.1,11.5,2876.15,123.4,126.7,2025-11
Vista Heights,A12,Oct-23,0.0,11.0,0.0,123.4,-123.4,2023-10
Vista Heights,A12,Oct-24,0.0,11.5,0.0,123.4,-123.4,2024-10
Vista Heights,A12,Oct-25,324.1,11.5,3727.15,123.4,200.7,2025-10
Vista Heights,A12,Sep-23,0.0,11.0,0.0,123.4,-123.4,2023-09
Vista Heights,A12,Sep-24,0.0,11.5,0.0,123.4,-123.4,2024-09
Vista Heights,A12,Sep-25,385.0,11.5,4427.5,123.4,261.6,2025-09
Vista Heights,A22,Apr-23,0.0,11.5,0.0,123.1,-123.1,2023-04
Vista Heights,A22,Apr-24,0.0,11.0,0.0,123.1,-123.1,2024-04
Vista Heights,A22,Apr-25,0.0,11.5,0.0,123.1,-123.1,2025-04
Vista Heights,A22,Aug-23,69.4,11.0,763.4,123.1,-53.7,2023-08
Vista Heights,A22,Aug-24,0.0,11.5,0.0,123.1,-123.1,2024-08
Vista Heights,A22,Aug-25,1364.1,11.5,15687.15,123.1,1241.0,2025-08
Vista Heights,A22,Dec-24,0.0,11.5,0.0,123.1,-123.1,2024-12
Vista Heights,A22,Dec-25,337.5,11.5,3881.25,123.1,214.4,2025-12
Vista Heights,A22,Feb-24,0.0,11.0,0.0,123.1,-123.1,2024-02
Vista Heights,A22,Feb-25,0.0,11.5,0.0,123.1,-123.1,2025-02
Vista Heights,A22,Jan-24,0.0,11.0,0.0,123.1,-123.1,2024-01
Vista Heights,A22,Jan-25,0.0,11.5,0.0,123.1,-123.1,2025-01
Vista Heights,A22,Jul-23,1.0,11.0,11.0,123.1,-122.1,2023-07
Vista Heights,A22,Jul-24,0.0,11.5,0.0,123.1,-123.1,2024-07
Vista Heights,A22,Jul-25,0.0,11.5,0.0,123.1,-123.1,2025-07
Vista Heights,A22,Jun-23,510.0,11.0,5610.0,123.1,386.9,2023-06
Vista Heights,A22,Jun-24,0.0,11.0,0.0,123.1,-123.1,2024-06
Vista Heights,A22,Jun-25,0.0,11.5,0.0,123.1,-123.1,2025-06
Vista Heights,A22,Mar-24,0.0,11.0,0.0,123.1,-123.1,2024-03
Vista Heights,A22,Mar-25,0.0,11.5,0.0,123.1,-123.1,2025-03
Vista Heights,A22,May-23,0.0,11.0,0.0,123.1,-123.1,2023-05
Vista Heights,A22,May-24,0.0,11.0,0.0,123.1,-123.1,2024-05
Vista Heights,A22,May-25,0.0,11.5,0.0,123.1,-123.1,2025-05
Vista Heights,A22,Nov-23,0.0,11.0,0.0,123.1,-123.1,2023-11
Vista Heights,A22,Nov-24,0.0,11.5,0.0,123.1,-123.1,2024-11
Vista Heights,A22,Nov-25,570.4,11.5,6559.6,123.1,447.3,2025-11
Vista Heights,A22,Oct-23,0.0,11.0,0.0,123.1,-123.1,2023-10
Vista Heights,A22,Oct-24,0.0,11.5,0.0,123.1,-123.1,2024-10
Vista Heights,A22,Oct-25,523.4,11.5,6019.1,123.1,400.3,2025-10
Vista Heights,A22,Sep-23,0.0,11.0,0.0,123.1,-123.1,2023-09
Vista Heights,A22,Sep-24,0.0,11.5,0.0,123.1,-123.1,2024-09
Vista Heights,A22,Sep-25,564.1,11.5,6487.15,123.1,441.0,2025-09
Vista Heights,A23,Apr-23,1059.0,11.5,12178.5,760.7,298.3,2023-04
Vista Heights,A23,Apr-24,736.5,11.0,8101.5,760.7,-24.2,2024-04
Vista Heights,A23,Apr-25,1002.3,11.5,11526.45,760.7,241.6,2025-04
Vista Heights,A23,Apr-26,756.2,11.5,8696.3,760.7,-4.5,2026-04
Vista Heights,A23,Aug-23,638.2,11.0,7020.2,760.7,-122.5,2023-08
Vista Heights,A23,Aug-24,1127.0,11.5,12960.5,760.7,366.3,2024-08
Vista Heights,A23,Aug-25,792.3,11.5,9111.45,760.7,31.6,2025-08
Vista Heights,A23,Dec-24,701.5,11.5,8067.25,760.7,-59.2,2024-12
Vista Heights,A23,Dec-25,656.4,11.5,7548.6,760.7,-104.3,2025-12
Vista Heights,A23,Feb-24,543.6,11.0,5979.6,760.7,-217.1,2024-02
Vista Heights,A23,Feb-25,654.2,11.5,7523.3,760.7,-106.5,2025-02
Vista Heights,A23,Feb-26,793.2,11.5,9121.8,760.7,32.5,2026-02
Vista Heights,A23,Jan-24,294.3,11.0,3237.3,760.7,-466.4,2024-01
Vista Heights,A23,Jan-25,762.1,11.5,8764.15,760.7,1.4,2025-01
Vista Heights,A23,Jan-26,643.8,11.5,7403.7,760.7,-116.9,2026-01
Vista Heights,A23,Jul-23,439.8,11.0,4837.8,760.7,-320.9,2023-07
Vista Heights,A23,Jul-24,960.0,11.5,11040.0,760.7,199.3,2024-07
Vista Heights,A23,Jul-25,893.2,11.5,10271.8,760.7,132.5,2025-07
Vista Heights,A23,Jun-23,424.2,11.0,4666.2,760.7,-336.5,2023-06
Vista Heights,A23,Jun-24,605.0,11.0,6655.0,760.7,-155.7,2024-06
Vista Heights,A23,Jun-25,960.5,11.5,11045.75,760.7,199.8,2025-06
Vista Heights,A23,Jun-26,1088.7,11.5,12520.05,760.7,328.0,2026-06
Vista Heights,A23,Mar-24,632.9,11.0,6961.9,760.7,-127.8,2024-03
Vista Heights,A23,Mar-25,925.1,11.5,10638.65,760.7,164.4,2025-03
Vista Heights,A23,Mar-26,818.0,11.5,9407.0,760.7,57.3,2026-03
Vista Heights,A23,May-23,730.0,11.0,8030.0,760.7,-30.7,2023-05
Vista Heights,A23,May-24,792.0,11.0,8712.0,760.7,31.3,2024-05
Vista Heights,A23,May-25,921.3,11.5,10594.95,760.7,160.6,2025-05
Vista Heights,A23,May-26,958.1,11.5,11018.15,760.7,197.4,2026-05
Vista Heights,A23,Nov-23,142.9,11.0,1571.9,760.7,-617.8,2023-11
Vista Heights,A23,Nov-24,931.9,11.5,10716.85,760.7,171.2,2024-11
Vista Heights,A23,Nov-25,730.6,11.5,8401.9,760.7,-30.1,2025-11
Vista Heights,A23,Oct-23,706.6,11.0,7772.6,760.7,-54.1,2023-10
Vista Heights,A23,Oct-24,1149.1,11.5,13214.65,760.7,388.4,2024-10
Vista Heights,A23,Oct-25,600.0,11.5,6900.0,760.7,-160.7,2025-10
Vista Heights,A23,Sep-23,649.2,11.0,7141.2,760.7,-111.5,2023-09
Vista Heights,A23,Sep-24,1032.5,11.5,11873.75,760.7,271.8,2024-09
Vista Heights,A23,Sep-25,656.0,11.5,7544.0,760.7,-104.7,2025-09
Vista Heights,A24,Apr-23,486.0,11.5,5589.0,645.0,-159.0,2023-04
Vista Heights,A24,Apr-24,861.5,11.0,9476.5,645.0,216.5,2024-04
Vista Heights,A24,Apr-25,821.1,11.5,9442.65,645.0,176.1,2025-04
Vista Heights,A24,Apr-26,709.1,11.5,8154.65,645.0,64.1,2026-04
Vista Heights,A24,Aug-23,791.3,11.0,8704.3,645.0,146.3,2023-08
Vista Heights,A24,Aug-24,782.0,11.5,8993.0,645.0,137.0,2024-08
Vista Heights,A24,Aug-25,776.9,11.5,8934.35,645.0,131.9,2025-08
Vista Heights,A24,Dec-24,421.6,11.5,4848.4,645.0,-223.4,2024-12
Vista Heights,A24,Dec-25,272.4,11.5,3132.6,645.0,-372.6,2025-12
Vista Heights,A24,Feb-24,566.4,11.0,6230.4,645.0,-78.6,2024-02
Vista Heights,A24,Feb-25,515.9,11.5,5932.85,645.0,-129.1,2025-02
Vista Heights,A24,Feb-26,534.0,11.5,6141.0,645.0,-111.0,2026-02
Vista Heights,A24,Jan-24,334.5,11.0,3679.5,645.0,-310.5,2024-01
Vista Heights,A24,Jan-25,328.4,11.5,3776.6,645.0,-316.6,2025-01
Vista Heights,A24,Jan-26,294.8,11.5,3390.2,645.0,-350.2,2026-01
Vista Heights,A24,Jul-23,849.7,11.0,9346.7,645.0,204.7,2023-07
Vista Heights,A24,Jul-24,818.0,11.5,9407.0,645.0,173.0,2024-07
Vista Heights,A24,Jul-25,592.6,11.5,6814.9,645.0,-52.4,2025-07
Vista Heights,A24,Jun-23,499.9,11.0,5498.9,645.0,-145.1,2023-06
Vista Heights,A24,Jun-24,882.0,11.0,9702.0,645.0,237.0,2024-06
Vista Heights,A24,Jun-25,693.7,11.5,7977.55,645.0,48.7,2025-06
Vista Heights,A24,Jun-26,1140.4,11.5,13114.6,645.0,495.4,2026-06
Vista Heights,A24,Mar-24,799.4,11.0,8793.4,645.0,154.4,2024-03
Vista Heights,A24,Mar-25,759.9,11.5,8738.85,645.0,114.9,2025-03
Vista Heights,A24,Mar-26,636.4,11.5,7318.6,645.0,-8.6,2026-03
Vista Heights,A24,May-23,567.0,11.0,6237.0,645.0,-78.0,2023-05
Vista Heights,A24,May-24,898.0,11.0,9878.0,645.0,253.0,2024-05
Vista Heights,A24,May-25,661.9,11.5,7611.85,645.0,16.9,2025-05
Vista Heights,A24,May-26,1074.7,11.5,12359.05,645.0,429.7,2026-05
Vista Heights,A24,Nov-23,359.8,11.0,3957.8,645.0,-285.2,2023-11
Vista Heights,A24,Nov-24,579.8,11.5,6667.7,645.0,-65.2,2024-11
Vista Heights,A24,Nov-25,424.9,11.5,4886.35,645.0,-220.1,2025-11
Vista Heights,A24,Oct-23,397.9,11.0,4376.9,645.0,-247.1,2023-10
Vista Heights,A24,Oct-24,769.8,11.5,8852.7,645.0,124.8,2024-10
Vista Heights,A24,Oct-25,468.2,11.5,5384.3,645.0,-176.8,2025-10
Vista Heights,A24,Sep-23,886.1,11.0,9747.1,645.0,241.1,2023-09
Vista Heights,A24,Sep-24,572.9,11.5,6588.35,645.0,-72.1,2024-09
Vista Heights,A24,Sep-25,681.9,11.5,7841.85,645.0,36.9,2025-09
Vista Heights,A41,Apr-23,0.0,11.5,0.0,1047.4,-1047.4,2023-04
Vista Heights,A41,Apr-25,1245.5,11.5,14323.25,1047.4,198.1,2025-04
Vista Heights,A41,Apr-26,1358.0,11.5,15617.0,1047.4,310.6,2026-04
Vista Heights,A41,Aug-24,1352.0,11.5,15548.0,1047.4,304.6,2024-08
Vista Heights,A41,Aug-25,1081.3,11.5,12434.95,1047.4,33.9,2025-08
Vista Heights,A41,Dec-24,821.4,11.5,9446.1,1047.4,-226.0,2024-12
Vista Heights,A41,Dec-25,623.0,11.5,7164.5,1047.4,-424.4,2025-12
Vista Heights,A41,Feb-25,829.4,11.5,9538.1,1047.4,-218.0,2025-02
Vista Heights,A41,Feb-26,664.5,11.5,7641.75,1047.4,-382.9,2026-02
Vista Heights,A41,Jan-25,765.5,11.5,8803.25,1047.4,-281.9,2025-01
Vista Heights,A41,Jan-26,597.9,11.5,6875.85,1047.4,-449.5,2026-01
Vista Heights,A41,Jul-24,1523.0,11.5,17514.5,1047.4,475.6,2024-07
Vista Heights,A41,Jul-25,1246.1,11.5,14330.15,1047.4,198.7,2025-07
Vista Heights,A41,Jun-24,1556.0,11.0,17116.0,1047.4,508.6,2024-06
Vista Heights,A41,Jun-25,1484.8,11.5,17075.2,1047.4,437.4,2025-06
Vista Heights,A41,Jun-26,1302.6,11.5,14979.9,1047.4,255.2,2026-06
Vista Heights,A41,Mar-25,1182.5,11.5,13598.75,1047.4,135.1,2025-03
Vista Heights,A41,Mar-26,958.7,11.5,11025.05,1047.4,-88.7,2026-03
Vista Heights,A41,May-25,1370.4,11.5,15759.6,1047.4,323.0,2025-05
Vista Heights,A41,May-26,1318.4,11.5,15161.6,1047.4,271.0,2026-05
Vista Heights,A41,Nov-24,878.8,11.5,10106.2,1047.4,-168.6,2024-11
Vista Heights,A41,Nov-25,778.2,11.5,8949.3,1047.4,-269.2,2025-11
Vista Heights,A41,Oct-24,993.4,11.5,11424.1,1047.4,-54.0,2024-10
Vista Heights,A41,Oct-25,973.7,11.5,11197.55,1047.4,-73.7,2025-10
Vista Heights,A41,Sep-24,1237.5,11.5,14231.25,1047.4,190.1,2024-09
Vista Heights,A41,Sep-25,1089.1,11.5,12524.65,1047.4,41.7,2025-09
Vista Heights,A44,Apr-23,448.0,11.5,5152.0,907.6,-459.6,2023-04
Vista Heights,A44,Apr-24,1137.2,11.0,12509.2,907.6,229.6,2024-04
Vista Heights,A44,Apr-25,1432.4,11.5,16472.6,907.6,524.8,2025-04
Vista Heights,A44,Apr-26,1052.4,11.5,12102.6,907.6,144.8,2026-04
Vista Heights,A44,Aug-23,850.5,11.0,9355.5,907.6,-57.1,2023-08
Vista Heights,A44,Aug-24,1049.0,11.5,12063.5,907.6,141.4,2024-08
Vista Heights,A44,Aug-25,977.1,11.5,11236.65,907.6,69.5,2025-08
Vista Heights,A44,Dec-24,371.3,11.5,4269.95,907.6,-536.3,2024-12
Vista Heights,A44,Dec-25,564.3,11.5,6489.45,907.6,-343.3,2025-12
Vista Heights,A44,Feb-24,193.2,11.0,2125.2,907.6,-714.4,2024-02
Vista Heights,A44,Feb-25,771.2,11.5,8868.8,907.6,-136.4,2025-02
Vista Heights,A44,Feb-26,676.5,11.5,7779.75,907.6,-231.1,2026-02
Vista Heights,A44,Jan-24,468.3,11.0,5151.3,907.6,-439.3,2024-01
Vista Heights,A44,Jan-25,688.6,11.5,7918.9,907.6,-219.0,2025-01
Vista Heights,A44,Jan-26,535.3,11.5,6155.95,907.6,-372.3,2026-01
Vista Heights,A44,Jul-23,874.6,11.0,9620.6,907.6,-33.0,2023-07
Vista Heights,A44,Jul-24,848.0,11.5,9752.0,907.6,-59.6,2024-07
Vista Heights,A44,Jul-25,893.0,11.5,10269.5,907.6,-14.6,2025-07
Vista Heights,A44,Jun-23,965.9,11.0,10624.9,907.6,58.3,2023-06
Vista Heights,A44,Jun-24,1012.0,11.0,11132.0,907.6,104.4,2024-06
Vista Heights,A44,Jun-25,1311.5,11.5,15082.25,907.6,403.9,2025-06
Vista Heights,A44,Jun-26,1518.5,11.5,17462.75,907.6,610.9,2026-06
Vista Heights,A44,Mar-24,961.6,11.0,10577.6,907.6,54.0,2024-03
Vista Heights,A44,Mar-25,1213.7,11.5,13957.55,907.6,306.1,2025-03
Vista Heights,A44,Mar-26,945.8,11.5,10876.7,907.6,38.2,2026-03
Vista Heights,A44,May-23,1362.0,11.0,14982.0,907.6,454.4,2023-05
Vista Heights,A44,May-24,1222.0,11.0,13442.0,907.6,314.4,2024-05
Vista Heights,A44,May-25,1340.0,11.5,15410.0,907.6,432.4,2025-05
Vista Heights,A44,May-26,1183.0,11.5,13604.5,907.6,275.4,2026-05
Vista Heights,A44,Nov-23,696.8,11.0,7664.8,907.6,-210.8,2023-11
Vista Heights,A44,Nov-24,660.0,11.5,7590.0,907.6,-247.6,2024-11
Vista Heights,A44,Nov-25,783.9,11.5,9014.85,907.6,-123.7,2025-11
Vista Heights,A44,Oct-23,1028.2,11.0,11310.2,907.6,120.6,2023-10
Vista Heights,A44,Oct-24,683.7,11.5,7862.55,907.6,-223.9,2024-10
Vista Heights,A44,Oct-25,623.2,11.5,7166.8,907.6,-284.4,2025-10
Vista Heights,A44,Sep-23,959.0,11.0,10549.0,907.6,51.4,2023-09
Vista Heights,A44,Sep-24,1116.6,11.5,12840.9,907.6,209.0,2024-09
Vista Heights,A44,Sep-25,1069.9,11.5,12303.85,907.6,162.3,2025-09
Vista Heights,B11,Apr-23,374.0,11.5,4301.0,763.6,-389.6,2023-04
Vista Heights,B11,Apr-24,946.7,11.0,10413.7,763.6,183.1,2024-04
Vista Heights,B11,Apr-25,948.9,11.5,10912.35,763.6,185.3,2025-04
Vista Heights,B11,Apr-26,987.2,11.5,11352.8,763.6,223.6,2026-04
Vista Heights,B11,Aug-23,552.9,11.0,6081.9,763.6,-210.7,2023-08
Vista Heights,B11,Aug-24,882.0,11.5,10143.0,763.6,118.4,2024-08
Vista Heights,B11,Aug-25,730.7,11.5,8403.05,763.6,-32.9,2025-08
Vista Heights,B11,Dec-24,496.1,11.5,5705.15,763.6,-267.5,2024-12
Vista Heights,B11,Dec-25,546.8,11.5,6288.2,763.6,-216.8,2025-12
Vista Heights,B11,Feb-24,657.7,11.0,7234.7,763.6,-105.9,2024-02
Vista Heights,B11,Feb-25,574.3,11.5,6604.45,763.6,-189.3,2025-02
Vista Heights,B11,Feb-26,681.4,11.5,7836.1,763.6,-82.2,2026-02
Vista Heights,B11,Jan-24,455.1,11.0,5006.1,763.6,-308.5,2024-01
Vista Heights,B11,Jan-25,423.5,11.5,4870.25,763.6,-340.1,2025-01
Vista Heights,B11,Jan-26,627.1,11.5,7211.65,763.6,-136.5,2026-01
Vista Heights,B11,Jul-23,755.0,11.0,8305.0,763.6,-8.6,2023-07
Vista Heights,B11,Jul-24,704.0,11.5,8096.0,763.6,-59.6,2024-07
Vista Heights,B11,Jul-25,705.1,11.5,8108.65,763.6,-58.5,2025-07
Vista Heights,B11,Jun-23,716.1,11.0,7877.1,763.6,-47.5,2023-06
Vista Heights,B11,Jun-24,762.0,11.0,8382.0,763.6,-1.6,2024-06
Vista Heights,B11,Jun-25,910.3,11.5,10468.45,763.6,146.7,2025-06
Vista Heights,B11,Jun-26,1103.8,11.5,12693.7,763.6,340.2,2026-06
Vista Heights,B11,Mar-24,1002.7,11.0,11029.7,763.6,239.1,2024-03
Vista Heights,B11,Mar-25,838.6,11.5,9643.9,763.6,75.0,2025-03
Vista Heights,B11,Mar-26,1102.2,11.5,12675.3,763.6,338.6,2026-03
Vista Heights,B11,May-23,777.0,11.0,8547.0,763.6,13.4,2023-05
Vista Heights,B11,May-24,1004.0,11.0,11044.0,763.6,240.4,2024-05
Vista Heights,B11,May-25,997.7,11.5,11473.55,763.6,234.1,2025-05
